X,Y,OBJECTID,NAME,DIAK_CDE,CONTENTS,FIPS_CNTRY,SIZE_
6027625.78425679,4736365.73749169,953,Amangel'dy, ,gas,KZ,Small
6063210.36996337,3989027.49919576,954,Kichik-Bel', ,oil,TI,Small
64435.5665056694,5561469.9505128,957,,,,,
-3479406.88323943,7950711.67788886,961,,,,,
-3479406.88323943,7950711.67788886,962,,,,,
-14927579.1123287,3461294.12778215,963,,,,,
-16258355.2156295,3139043.77784972,964,,,,,
-16258355.2156295,3139043.77784972,965,,,,,
-29109.2928116777,5152996.12136883,969,,,,,
-16444.5805937742,5084191.11755961,970,,,,,
-9024937.37117928,8312598.49634554,971,,,,,
9314802.92110686,8472349.57586398,972,,,,,
-8646877.82453701,8559543.56529871,973,,,,,
-8631063.86445254,3077777.95486806,974,,,,,
-10282170.989483,4491473.33059681,975,,,,,
7043770.68481818,3050059.02751246,976,sharad,gggggg,qqqqewe,jj,uuuuu
7043852.19693099,3049976.55097884,977,,,,,
7043852.19693099,3049976.55097884,978,d,ff,,,123
-8207444.00075432,3197832.91771895,981,,,,,
805550.370067874,-98197.6012192149,983,,,,,
